45.677,313.62
45.677,307.46
44.446,301.3
43.83,291.45
43.83,282.83
46.293,269.28
49.372,261.89
51.835,255.73
51.835,246.5
49.988,236.65
48.756,228.02
47.525,222.48
46.293,215.09
46.293,206.47
46.293,196.62
46.293,186.15
46.293,174.45
48.756,162.14
51.835,147.36
55.53,136.28
64.15,122.73
73.387,113.49
84.47,107.33
99.865,99.33
112.18,93.788
126.96,90.094
138.04,89.478
147.89,89.478
161.44,88.246
176.22,87.631
185.46,87.631
191.61,87.631
203.93,81.473
211.32,82.089
215.63,82.089
219.32,77.163
224.86,69.158
232.87,63
240.87,60.537
256.27,59.921
268.58,63
275.36,69.773
280.28,75.315
285.83,83.32
289.52,89.478
293.21,93.172
294.45,90.094
291.98,83.936
288.9,72.852
286.44,65.463
284.59,53.148
283.98,41.448
286.44,27.901
303.07,15.586
323.39,13.739
333.85,21.128
340.63,28.517
344.32,38.369
344.32,48.837
338.78,55.611
328.93,62.384
328.93,66.079
336.32,79.01
341.24,91.325
343.09,104.26
343.09,122.11
341.24,143.05
340.01,152.29
340.63,164.6
334.47,177.53
327.7,182.46
319.69,187.38
316.61,187.38
321.54,193.54
325.23,201.55
325.23,210.17
322.77,211.4
312.3,206.47
298.76,206.47
291.37,213.86
287.67,222.48
291.98,229.26
299.99,242.8
307.99,258.81
312.92,271.74
318.46,293.3
318.46,313
314.15,321
325.23,331.47
328.93,330.86
328.31,343.79
327.08,346.87
280.28,348.71
255.65,333.94
254.42,326.55
261.81,315.46
260.58,309.92
257.5,305
230.41,274.82
215.63,297.61
216.24,306.23
221.79,311.77
220.55,320.39
216.24,327.16
186.69,326.55
192.84,332.7
192.84,343.79
185.46,350.56
160.21,353.02
147.89,351.79
128.19,351.18
115.87,348.71
104.17,343.79
102.94,341.33
108.49,321
90.628,325.32
73.387,327.16
65.382,327.16
57.993,324.08
49.988,321
45.062,316.69
45.062,310.54
45.062,310.54
45.062,310.54
45.062,310.54
45.062,310.54
45.062,310.54
45.062,310.54
